'id','visitor_id','shop_id','zone_id','timestamp','current_location'
3008,33,0,'','2024-07-18 20:05:06.410608','POINT (55.27873427421116 25.19861887209115)'
3009,33,10,2,'2024-07-18 20:08:06.523329','POINT (55.278695401191825 25.198243906967637)'
3010,33,0,'','2024-07-18 20:11:06.636050','POINT (55.27873882664168 25.197791516477153)'
3011,33,1,6,'2024-07-18 20:14:06.748771','POINT (55.27943317431805 25.198020235993354)'
3012,33,4,3,'2024-07-18 20:17:06.861492','POINT (55.280162809253575 25.198093865612634)'
3013,33,0,'','2024-07-18 20:20:06.974213','POINT (55.27929623333497 25.198285316624812)'
3014,33,0,'','2024-07-18 20:23:07.086934','POINT (55.279421210727975 25.19834884959893)'
3015,33,0,'','2024-07-18 20:26:07.199655','POINT (55.28039353790119 25.197714273965573)'
3016,33,0,'','2024-07-18 20:29:07.312376','POINT (55.27918524194763 25.197498688157943)'
3017,33,10,2,'2024-07-18 20:32:07.425097','POINT (55.278261390739424 25.19806185829269)'
3018,33,1,6,'2024-07-18 20:35:07.537818','POINT (55.27919845691285 25.197873884092843)'
3019,33,1,6,'2024-07-18 20:38:07.650539','POINT (55.27897124927377 25.197920408192928)'
3020,33,0,'','2024-07-18 20:41:07.763260','POINT (55.27976822187124 25.198400003850523)'
3021,33,0,'','2024-07-18 20:44:07.875981','POINT (55.279085743076 25.197539474343962)'
3022,93,0,'','2024-06-12 15:20:30.000000','POINT (55.27968500000001 25.198719199999996)'
3023,93,0,'','2024-06-12 15:23:29.926829','POINT (55.27984779551727 25.198593707584788)'
3024,93,6,2,'2024-06-12 15:26:29.853658','POINT (55.278263394583966 25.198690760895186)'
3025,93,8,4,'2024-06-12 15:29:29.780487','POINT (55.27989170501203 25.197763132089353)'
3026,93,2,1,'2024-06-12 15:32:29.707316','POINT (55.27884181420068 25.198920166329145)'
3027,93,4,3,'2024-06-12 15:35:29.634145','POINT (55.27982646876809 25.19830873863397)'
3028,93,9,4,'2024-06-12 15:38:29.560974','POINT (55.28049641875881 25.197516901019053)'
3029,93,10,2,'2024-06-12 15:41:29.487803','POINT (55.27830134082457 25.198103483309474)'
3030,93,0,'','2024-06-12 15:44:29.414632','POINT (55.27905943307468 25.198327491404562)'
3031,93,0,'','2024-06-12 15:47:29.341461','POINT (55.27873154197512 25.197851969969793)'
3032,93,2,1,'2024-06-12 15:50:29.268290','POINT (55.279056352789205 25.198955782355913)'
3033,93,5,3,'2024-06-12 15:53:29.195119','POINT (55.280493071678436 25.1977502771353)'
3034,93,0,'','2024-06-12 15:56:29.121948','POINT (55.27917582103134 25.198366547730085)'
3035,93,2,1,'2024-06-12 15:59:29.048777','POINT (55.278660792334854 25.199244325825095)'
3036,93,0,'','2024-06-12 16:02:28.975606','POINT (55.27939542568841 25.19859910902548)'
3037,93,1,6,'2024-06-12 16:05:28.902435','POINT (55.27924425597682 25.197975688954063)'
3038,93,0,'','2024-06-12 16:08:28.829264','POINT (55.279627163687536 25.19838303708356)'
3039,93,11,4,'2024-06-12 16:11:28.756093','POINT (55.27993783810162 25.19739903799967)'
3040,93,1,6,'2024-06-12 16:14:28.682922','POINT (55.27914624667922 25.197649461593343)'
3041,93,0,'','2024-06-12 16:17:28.609751','POINT (55.27939299470065 25.197765714832947)'
3042,93,10,2,'2024-06-12 16:20:28.536580','POINT (55.27847516248543 25.198341899086834)'
3043,93,10,2,'2024-06-12 16:23:28.463409','POINT (55.278465755464225 25.198117652308568)'
3044,93,2,1,'2024-06-12 16:26:28.390238','POINT (55.27848450289252 25.19887913741416)'
3045,93,10,2,'2024-06-12 16:29:28.317067','POINT (55.27842313555036 25.197896984009613)'
3046,93,0,'','2024-06-12 16:32:28.243896','POINT (55.27854214675334 25.19876852923813)'
3047,93,3,1,'2024-06-12 16:35:28.170725','POINT (55.27909206792324 25.1986208214942)'
3048,93,6,2,'2024-06-12 16:38:28.097554','POINT (55.278537115609375 25.198359672100516)'
3049,93,0,'','2024-06-12 16:41:28.024383','POINT (55.28057962561732 25.197570778871704)'
3050,93,0,'','2024-06-12 16:44:27.951212','POINT (55.279619620834 25.19834844557255)'
3051,93,1,6,'2024-06-12 16:47:27.878041','POINT (55.279177404528276 25.197734925845815)'
3052,93,10,2,'2024-06-12 16:50:27.804870','POINT (55.27838983951324 25.19796289054572)'
3053,93,11,4,'2024-06-12 16:53:27.731699','POINT (55.28006353326345 25.19714201988757)'
3054,93,9,4,'2024-06-12 16:56:27.658528','POINT (55.28037499079497 25.197428455174013)'
3055,93,11,4,'2024-06-12 16:59:27.585357','POINT (55.27981858636224 25.197128249480542)'
3056,93,2,1,'2024-06-12 17:02:27.512186','POINT (55.27894989834699 25.198798568115905)'
3057,93,1,6,'2024-06-12 17:05:27.439015','POINT (55.27925291802816 25.197829248512573)'
3058,93,11,4,'2024-06-12 17:08:27.365844','POINT (55.2795078105592 25.197624598531984)'
3059,93,5,3,'2024-06-12 17:11:27.292673','POINT (55.28036573910635 25.19824194046484)'
3060,93,0,'','2024-06-12 17:14:27.219502','POINT (55.27934195966741 25.19865668410377)'
3061,93,0,'','2024-06-12 17:17:27.146331','POINT (55.279023326475 25.19811964262352)'
3062,93,4,3,'2024-06-12 17:20:27.073160','POINT (55.27992887145607 25.198453753456565)'
3063,93,11,4,'2024-06-12 17:23:26.999989','POINT (55.279484635330796 25.19755570867231)'
3064,93,8,4,'2024-06-12 17:26:26.926818','POINT (55.280022101608346 25.197703972324888)'
3065,93,11,4,'2024-06-12 17:29:26.853647','POINT (55.280220690552035 25.19731938873323)'
3066,93,2,1,'2024-06-12 17:32:26.780476','POINT (55.2789940062233 25.199006910241337)'
3067,93,11,4,'2024-06-12 17:35:26.707305','POINT (55.27949621297216 25.197674589393728)'
3068,93,0,'','2024-06-12 17:38:26.634134','POINT (55.27976014761117 25.198615068537638)'
3069,93,2,1,'2024-06-12 17:41:26.560963','POINT (55.27855019053864 25.199010092063173)'
3070,93,0,'','2024-06-12 17:44:26.487792','POINT (55.28010934484559 25.197817997848365)'
3071,93,6,2,'2024-06-12 17:47:26.414621','POINT (55.2783299816376 25.198722672136544)'
3072,93,11,4,'2024-06-12 17:50:26.341450','POINT (55.27959110917958 25.197603668206593)'
3073,93,0,'','2024-06-12 17:53:26.268279','POINT (55.27900879977515 25.198053887467353)'
3074,93,0,'','2024-06-12 17:56:26.195108','POINT (55.27872901332548 25.197788512515313)'
3075,93,3,1,'2024-06-12 17:59:26.121937','POINT (55.27902094068611 25.198787204069287)'
3076,93,2,1,'2024-06-12 18:02:26.048766','POINT (55.278859828681824 25.199116579417037)'
3077,93,11,4,'2024-06-12 18:05:25.975595','POINT (55.27979798605247 25.19737833514253)'
3078,93,6,2,'2024-06-12 18:08:25.902424','POINT (55.27820242794379 25.198586515883214)'
3079,93,11,4,'2024-06-12 18:11:25.829253','POINT (55.27970896584176 25.19752813002161)'
3080,93,4,3,'2024-06-12 18:14:25.756082','POINT (55.27982338216292 25.19828392225884)'
3081,93,1,6,'2024-06-12 18:17:25.682911','POINT (55.279383238686236 25.197893515338922)'
3082,93,0,'','2024-06-12 18:20:25.609740','POINT (55.278037189816686 25.198402665283975)'
3083,93,1,6,'2024-06-12 18:23:25.536569','POINT (55.27920291856918 25.19768166503007)'
3084,93,0,'','2024-06-12 18:26:25.463398','POINT (55.27894595516688 25.19816723773848)'
3085,93,2,1,'2024-06-12 18:29:25.390227','POINT (55.27885969599938 25.19892592292993)'
3086,93,0,'','2024-06-12 18:32:25.317056','POINT (55.27951976055689 25.19836815529247)'
3087,93,0,'','2024-06-12 18:35:25.243885','POINT (55.27923753844536 25.198242199521832)'
3088,93,0,'','2024-06-12 18:38:25.170714','POINT (55.280133513815414 25.19786416700096)'
3089,93,2,1,'2024-06-12 18:41:25.097543','POINT (55.27891443972892 25.19911874179866)'
3090,93,2,1,'2024-06-12 18:44:25.024372','POINT (55.27904402306821 25.198953393148948)'
3091,93,3,1,'2024-06-12 18:47:24.951201','POINT (55.27895689348882 25.198654852557674)'
3092,93,10,2,'2024-06-12 18:50:24.878030','POINT (55.27800100942589 25.198182567872838)'
3093,93,4,3,'2024-06-12 18:53:24.804859','POINT (55.27992366469217 25.19815683873293)'
3094,93,0,'','2024-06-12 18:56:24.731688','POINT (55.27944881105725 25.19847090113657)'
3095,93,0,'','2024-06-12 18:59:24.658517','POINT (55.27948555864723 25.197806897048228)'
3096,93,1,6,'2024-06-12 19:02:24.585346','POINT (55.27924862668211 25.197845697160222)'
3097,93,0,'','2024-06-12 19:05:24.512175','POINT (55.27884729381827 25.19777735127968)'
3098,93,5,3,'2024-06-12 19:08:24.439004','POINT (55.28026722356385 25.198130934570575)'
3099,93,3,1,'2024-06-12 19:11:24.365833','POINT (55.279186604169574 25.19871980115143)'
3100,93,10,2,'2024-06-12 19:14:24.292662','POINT (55.27819467316185 25.198205207725888)'
3101,93,0,'','2024-06-12 19:17:24.219491','POINT (55.27923326161265 25.197541203618766)'
3102,93,0,'','2024-06-12 19:20:24.146320','POINT (55.2801088692829 25.19805099556973)'
3103,93,0,'','2024-06-12 19:23:24.073149','POINT (55.278332599999985 25.19883599999999)'
3104,82,0,'','2024-01-12 17:08:43.000000','POINT (55.2805884 25.19755989999999)'
3105,82,2,1,'2024-01-12 17:11:43.000000','POINT (55.27885936213705 25.19888626462333)'
3106,82,0,'','2024-01-12 17:14:43.000000','POINT (55.27910321026015 25.1975889863501)'
3107,82,0,'','2024-01-12 17:17:43.000000','POINT (55.27884278753549 25.19803607254329)'
3108,82,10,2,'2024-01-12 17:20:43.000000','POINT (55.27815723563748 25.19854943253862)'
3109,82,2,1,'2024-01-12 17:23:43.000000','POINT (55.278773355698185 25.199057999753013)'
3110,82,2,1,'2024-01-12 17:26:43.000000','POINT (55.2789151302493 25.199001173785593)'
3111,82,4,3,'2024-01-12 17:29:43.000000','POINT (55.28015499399172 25.198214161019347)'
3112,82,0,'','2024-01-12 17:32:43.000000','POINT (55.278830620438846 25.19857616168667)'
3113,82,0,'','2024-01-12 17:35:43.000000','POINT (55.278331959679264 25.198794991053568)'
3114,82,3,1,'2024-01-12 17:38:43.000000','POINT (55.279091497236784 25.198791344163045)'
3115,82,11,4,'2024-01-12 17:41:43.000000','POINT (55.28018056392924 25.197160431186568)'
3116,82,0,'','2024-01-12 17:44:43.000000','POINT (55.27944557930388 25.19861078818307)'
3117,82,0,'','2024-01-12 17:47:43.000000','POINT (55.278696401836655 25.197819188318245)'
3118,82,7,2,'2024-01-12 17:50:43.000000','POINT (55.27880454093607 25.198251294931133)'
3119,82,3,1,'2024-01-12 17:53:43.000000','POINT (55.279347417398306 25.19888099781214)'
3120,82,0,'','2024-01-12 17:56:43.000000','POINT (55.27973682572108 25.198309824182886)'
3121,82,11,4,'2024-01-12 17:59:43.000000','POINT (55.280264797067666 25.19737673745397)'
3122,82,4,3,'2024-01-12 18:02:43.000000','POINT (55.27994887733041 25.198222773394914)'
3123,82,6,2,'2024-01-12 18:05:43.000000','POINT (55.27855910784506 25.198386167082983)'
3124,82,11,4,'2024-01-12 18:08:43.000000','POINT (55.279590542863346 25.197456738927013)'
3125,82,6,2,'2024-01-12 18:11:43.000000','POINT (55.27819660861493 25.198581436212482)'
3126,82,0,'','2024-01-12 18:14:43.000000','POINT (55.279565278494765 25.197873384857004)'
3127,82,11,4,'2024-01-12 18:17:43.000000','POINT (55.27983323062917 25.197550016695402)'
3128,82,11,4,'2024-01-12 18:20:43.000000','POINT (55.28001709791291 25.197527820313997)'
3129,82,0,'','2024-01-12 18:23:43.000000','POINT (55.280007882038454 25.19789034896892)'
3130,82,10,2,'2024-01-12 18:26:43.000000','POINT (55.27831525186659 25.198448566362966)'
3131,82,0,'','2024-01-12 18:29:43.000000','POINT (55.278895621423736 25.198124053410318)'
3132,82,11,4,'2024-01-12 18:32:43.000000','POINT (55.280192546488976 25.197210622311488)'
3133,82,2,1,'2024-01-12 18:35:43.000000','POINT (55.27881468535398 25.199192344415334)'
3134,82,2,1,'2024-01-12 18:38:43.000000','POINT (55.27869531848094 25.19874539692966)'
3135,82,10,2,'2024-01-12 18:41:43.000000','POINT (55.278785940128024 25.197988766715177)'
3136,82,10,2,'2024-01-12 18:44:43.000000','POINT (55.27865374766526 25.19801920119188)'
3137,82,0,'','2024-01-12 18:47:43.000000','POINT (55.27900450091575 25.19768684400913)'
3138,82,11,4,'2024-01-12 18:50:43.000000','POINT (55.279390967787464 25.197359616414687)'
3139,82,0,'','2024-01-12 18:53:43.000000','POINT (55.27939050099317 25.198173380156625)'
3140,82,0,'','2024-01-12 18:56:43.000000','POINT (55.27915465185217 25.19758741287975)'
3141,82,11,4,'2024-01-12 18:59:43.000000','POINT (55.27985996590634 25.197574298081996)'
3142,82,2,1,'2024-01-12 19:02:43.000000','POINT (55.278542058434745 25.198991760772568)'
3143,82,11,4,'2024-01-12 19:05:43.000000','POINT (55.28021137935787 25.197072646766618)'
3144,82,0,'','2024-01-12 19:08:43.000000','POINT (55.28035515937208 25.19767745042818)'
3145,82,0,'','2024-01-12 19:11:43.000000','POINT (55.27924471186618 25.197538201839276)'
3146,82,0,'','2024-01-12 19:14:43.000000','POINT (55.279285310990026 25.198214504706236)'
3147,82,11,4,'2024-01-12 19:17:43.000000','POINT (55.27979802169716 25.19767691685997)'
3148,82,10,2,'2024-01-12 19:20:43.000000','POINT (55.27804825631474 25.19820274115423)'
3149,82,0,'','2024-01-12 19:23:43.000000','POINT (55.27943255776504 25.198827794475594)'
3150,82,11,4,'2024-01-12 19:26:43.000000','POINT (55.2795950426335 25.197247517607984)'
3151,82,6,2,'2024-01-12 19:29:43.000000','POINT (55.27867088228108 25.19848068736423)'
3152,82,10,2,'2024-01-12 19:32:43.000000','POINT (55.27815110586688 25.198178881487532)'
3153,82,0,'','2024-01-12 19:35:43.000000','POINT (55.2791929965922 25.198417202997486)'
3154,82,10,2,'2024-01-12 19:38:43.000000','POINT (55.27834843472139 25.19799864322382)'
3155,82,11,4,'2024-01-12 19:41:43.000000','POINT (55.27949250146163 25.197462187462556)'
3156,82,10,2,'2024-01-12 19:44:43.000000','POINT (55.278346480813546 25.198184349982146)'
3157,82,0,'','2024-01-12 19:47:43.000000','POINT (55.27838107789221 25.198812091201393)'
3158,82,11,4,'2024-01-12 19:50:43.000000','POINT (55.279811080227155 25.197260337661618)'
3159,82,7,2,'2024-01-12 19:53:43.000000','POINT (55.27889869547157 25.198360924888025)'
3160,82,4,3,'2024-01-12 19:56:43.000000','POINT (55.280012607769415 25.19827699986085)'
3161,82,2,1,'2024-01-12 19:59:43.000000','POINT (55.27891782828261 25.198875928981774)'
3162,82,11,4,'2024-01-12 20:02:43.000000','POINT (55.28035171685003 25.19735183485703)'
3163,82,11,4,'2024-01-12 20:05:43.000000','POINT (55.27983811027101 25.19765342622437)'
3164,82,3,1,'2024-01-12 20:08:43.000000','POINT (55.27926447422215 25.198892529340306)'
3165,82,0,'','2024-01-12 20:11:43.000000','POINT (55.27929503226092 25.19748383564166)'
3166,82,8,4,'2024-01-12 20:14:43.000000','POINT (55.280038385446346 25.197757182174946)'
3167,82,1,6,'2024-01-12 20:17:43.000000','POINT (55.27916478711275 25.197758856857742)'
3168,82,2,1,'2024-01-12 20:20:43.000000','POINT (55.278626468778455 25.198835419899922)'
3169,82,5,3,'2024-01-12 20:23:43.000000','POINT (55.28050509642782 25.197725537303622)'
3170,82,0,'','2024-01-12 20:26:43.000000','POINT (55.27886279707867 25.197723123521307)'
3171,82,11,4,'2024-01-12 20:29:43.000000','POINT (55.28037177348242 25.197314804465513)'
3172,82,2,1,'2024-01-12 20:32:43.000000','POINT (55.278544982431015 25.19902583294906)'
3173,82,11,4,'2024-01-12 20:35:43.000000','POINT (55.27962095625815 25.1974107038175)'
3174,82,0,'','2024-01-12 20:38:43.000000','POINT (55.28047517152757 25.19756906130681)'
3175,82,2,1,'2024-01-12 20:41:43.000000','POINT (55.27855350061261 25.199096863506274)'
3176,82,0,'','2024-01-12 20:44:43.000000','POINT (55.2805884 25.19755989999999)'
3177,72,0,'','2024-07-20 13:47:56.000000','POINT (55.27968500000001 25.198719199999996)'
3178,72,2,1,'2024-07-20 13:50:55.854545','POINT (55.27876352335541 25.198743788964396)'
3179,72,3,1,'2024-07-20 13:53:55.709090','POINT (55.279074996767946 25.198563579308164)'
3180,72,0,'','2024-07-20 13:56:55.563635','POINT (55.27872756461241 25.197788784912053)'
3181,72,0,'','2024-07-20 13:59:55.418180','POINT (55.278962720847815 25.198104634840078)'
3182,72,10,2,'2024-07-20 14:02:55.272725','POINT (55.27851722569477 25.198016729423745)'
3183,72,0,'','2024-07-20 14:05:55.127270','POINT (55.28010165393255 25.197996850099297)'
3184,72,10,2,'2024-07-20 14:08:54.981815','POINT (55.27831465828098 25.19813504934337)'
3185,72,11,4,'2024-07-20 14:11:54.836360','POINT (55.280345040475154 25.197271279373677)'
3186,72,4,3,'2024-07-20 14:14:54.690905','POINT (55.27994932709705 25.19843396117751)'
3187,72,0,'','2024-07-20 14:17:54.545450','POINT (55.27950781597814 25.198644688377918)'
3188,72,10,2,'2024-07-20 14:20:54.399995','POINT (55.27867797958656 25.19796337340608)'
3189,72,0,'','2024-07-20 14:23:54.254540','POINT (55.2798041772948 25.198653025794076)'
3190,72,4,3,'2024-07-20 14:26:54.109085','POINT (55.28014780955097 25.198222972845482)'
3191,72,11,4,'2024-07-20 14:29:53.963630','POINT (55.280241375604476 25.19731504430899)'
3192,72,10,2,'2024-07-20 14:32:53.818175','POINT (55.27809118853481 25.198184269968163)'
3193,72,1,6,'2024-07-20 14:35:53.672720','POINT (55.27931539481927 25.198159327859784)'
3194,72,9,4,'2024-07-20 14:38:53.527265','POINT (55.280098743899266 25.197592907851583)'
3195,72,11,4,'2024-07-20 14:41:53.381810','POINT (55.28007789117695 25.197427558790892)'
3196,72,0,'','2024-07-20 14:44:53.236355','POINT (55.27888625893466 25.197764073997615)'
3197,72,1,6,'2024-07-20 14:47:53.090900','POINT (55.279342630171975 25.19781230295248)'
3198,72,0,'','2024-07-20 14:50:52.945445','POINT (55.27973997668077 25.19848805542601)'
3199,72,0,'','2024-07-20 14:53:52.799990','POINT (55.278838549124764 25.197796412841676)'
3200,72,0,'','2024-07-20 14:56:52.654535','POINT (55.279491356087085 25.19827350226474)'
3201,72,3,1,'2024-07-20 14:59:52.509080','POINT (55.27934915052442 25.198902024942285)'
3202,72,1,6,'2024-07-20 15:02:52.363625','POINT (55.27902732983865 25.198003688021682)'
3203,72,4,3,'2024-07-20 15:05:52.218170','POINT (55.28001206535177 25.19838924831377)'
3204,72,10,2,'2024-07-20 15:08:52.072715','POINT (55.278111372726755 25.198473880843686)'
3205,72,10,2,'2024-07-20 15:11:51.927260','POINT (55.27855177353236 25.198332813136243)'
3206,72,1,6,'2024-07-20 15:14:51.781805','POINT (55.27915521762909 25.197815201056667)'
3207,72,0,'','2024-07-20 15:17:51.636350','POINT (55.27975703427637 25.19836383893978)'
3208,72,0,'','2024-07-20 15:20:51.490895','POINT (55.2799680240885 25.198089372709465)'
3209,72,11,4,'2024-07-20 15:23:51.345440','POINT (55.27983656288022 25.197392589881996)'
3210,72,11,4,'2024-07-20 15:26:51.199985','POINT (55.27995372965175 25.19746592023201)'
3211,72,11,4,'2024-07-20 15:29:51.054530','POINT (55.28021155883482 25.19738365215772)'
3212,72,2,1,'2024-07-20 15:32:50.909075','POINT (55.27881896628064 25.19884620072684)'
3213,72,0,'','2024-07-20 15:35:50.763620','POINT (55.27935451230479 25.197575654234605)'
3214,72,0,'','2024-07-20 15:38:50.618165','POINT (55.27945998873119 25.19881867957165)'
3215,72,11,4,'2024-07-20 15:41:50.472710','POINT (55.27960054024689 25.19755202902497)'
3216,72,10,2,'2024-07-20 15:44:50.327255','POINT (55.278479786172234 25.197901224817773)'
3217,72,11,4,'2024-07-20 15:47:50.181800','POINT (55.280144837234204 25.197476483706037)'
3218,72,10,2,'2024-07-20 15:50:50.036345','POINT (55.278540614253 25.19832738053188)'
3219,72,10,2,'2024-07-20 15:53:49.890890','POINT (55.278543832477155 25.198189782576243)'
3220,72,5,3,'2024-07-20 15:56:49.745435','POINT (55.280346141329524 25.197974126755987)'
3221,72,2,1,'2024-07-20 15:59:49.599980','POINT (55.278637235066384 25.199172223195713)'
3222,72,6,2,'2024-07-20 16:02:49.454525','POINT (55.27837619726787 25.198567091683103)'
3223,72,1,6,'2024-07-20 16:05:49.309070','POINT (55.27942276705908 25.1979575239575)'
3224,72,10,2,'2024-07-20 16:08:49.163615','POINT (55.27830577002671 25.198407151404258)'
3225,72,6,2,'2024-07-20 16:11:49.018160','POINT (55.27829852304917 25.198722342920572)'
3226,72,10,2,'2024-07-20 16:14:48.872705','POINT (55.27855822401559 25.198089578599518)'
3227,72,4,3,'2024-07-20 16:17:48.727250','POINT (55.28004734242189 25.19830752228808)'
3228,72,6,2,'2024-07-20 16:20:48.581795','POINT (55.278268637565894 25.198503883519223)'
3229,72,10,2,'2024-07-20 16:23:48.436340','POINT (55.27868495544415 25.19805073568243)'
3230,72,4,3,'2024-07-20 16:26:48.290885','POINT (55.28012784802474 25.19816643078614)'
3231,72,0,'','2024-07-20 16:29:48.145430','POINT (55.278332599999985 25.19883599999999)'
3232,50,0,'','2024-02-25 11:56:55.000000','POINT (55.278332599999985 25.19883599999999)'
3233,50,2,1,'2024-02-25 11:59:55.319149','POINT (55.278545082987925 25.199010791912126)'
3234,50,11,4,'2024-02-25 12:02:55.638298','POINT (55.27954005137012 25.197351060668332)'
3235,50,0,'','2024-02-25 12:05:55.957447','POINT (55.279583542164524 25.19805650382557)'
3236,50,5,3,'2024-02-25 12:08:56.276596','POINT (55.28035572695144 25.19826416629359)'
3237,50,5,3,'2024-02-25 12:11:56.595745','POINT (55.280420500006954 25.19810060167534)'
3238,50,10,2,'2024-02-25 12:14:56.914894','POINT (55.278206523398005 25.198134347905206)'
3239,50,4,3,'2024-02-25 12:17:57.234043','POINT (55.28022419321588 25.198256198205097)'
3240,50,8,4,'2024-02-25 12:20:57.553192','POINT (55.280026273213366 25.197690719997464)'
3241,50,2,1,'2024-02-25 12:23:57.872341','POINT (55.27887706682861 25.19901755494171)'
3242,50,11,4,'2024-02-25 12:26:58.191490','POINT (55.27956843824265 25.19726449514832)'
3243,50,6,2,'2024-02-25 12:29:58.510639','POINT (55.27852280962339 25.198583195573494)'
3244,50,1,6,'2024-02-25 12:32:58.829788','POINT (55.27941893174351 25.197962425678455)'
3245,50,1,6,'2024-02-25 12:35:59.148937','POINT (55.27910535506578 25.198136456170964)'
3246,50,9,4,'2024-02-25 12:38:59.468086','POINT (55.28020070444974 25.197568284583998)'
3247,50,4,3,'2024-02-25 12:41:59.787235','POINT (55.279915590957714 25.198271092345145)'
3248,50,0,'','2024-02-25 12:45:00.106384','POINT (55.2801588602421 25.197961287252216)'
3249,50,11,4,'2024-02-25 12:48:00.425533','POINT (55.2800558562257 25.197220818492276)'
3250,50,0,'','2024-02-25 12:51:00.744682','POINT (55.279882222560495 25.198562296746474)'
3251,99,0,'','2024-08-06 12:36:39.000000','POINT (55.2805884 25.19755989999999)'
3252,99,0,'','2024-08-06 12:39:38.968203','POINT (55.279133694468804 25.19757480165548)'
3253,99,4,3,'2024-08-06 12:42:38.936406','POINT (55.279914877984986 25.19820107175095)'
3254,99,6,2,'2024-08-06 12:45:38.904609','POINT (55.27854687999548 25.19834647098425)'
3255,99,10,2,'2024-08-06 12:48:38.872812','POINT (55.27839986027565 25.198090940410513)'
3256,99,0,'','2024-08-06 12:51:38.841015','POINT (55.27927540992033 25.19830092165261)'
3257,99,0,'','2024-08-06 12:54:38.809218','POINT (55.27934512786681 25.19856813751459)'
3258,99,10,2,'2024-08-06 12:57:38.777421','POINT (55.2787701467956 25.198153077218713)'
3259,99,0,'','2024-08-06 13:00:38.745624','POINT (55.27893678099268 25.198036332155628)'
3260,99,11,4,'2024-08-06 13:03:38.713827','POINT (55.27962235874069 25.197619953732165)'
3261,99,7,2,'2024-08-06 13:06:38.682030','POINT (55.27867093784771 25.19829544092464)'
3262,99,11,4,'2024-08-06 13:09:38.650233','POINT (55.27996560354182 25.197349888520364)'
3263,99,2,1,'2024-08-06 13:12:38.618436','POINT (55.27893687102926 25.19877040177892)'
3264,99,11,4,'2024-08-06 13:15:38.586639','POINT (55.27974310321311 25.197347959455488)'
3265,99,11,4,'2024-08-06 13:18:38.554842','POINT (55.279479096062744 25.197447193341805)'
3266,99,1,6,'2024-08-06 13:21:38.523045','POINT (55.27921118531464 25.197912713007838)'
3267,99,7,2,'2024-08-06 13:24:38.491248','POINT (55.27880677723077 25.19841139408325)'
3268,99,11,4,'2024-08-06 13:27:38.459451','POINT (55.280005963037205 25.197172657836195)'
3269,99,0,'','2024-08-06 13:30:38.427654','POINT (55.27890747747864 25.19807277328944)'
3270,99,7,2,'2024-08-06 13:33:38.395857','POINT (55.27872514843986 25.198479452261356)'
3271,99,0,'','2024-08-06 13:36:38.364060','POINT (55.27945842301735 25.198570183726)'
3272,99,2,1,'2024-08-06 13:39:38.332263','POINT (55.27860566407427 25.198915853748176)'
3273,99,3,1,'2024-08-06 13:42:38.300466','POINT (55.27918153769701 25.198849876883568)'
3274,99,11,4,'2024-08-06 13:45:38.268669','POINT (55.279824386583826 25.197593368171063)'
3275,99,0,'','2024-08-06 13:48:38.236872','POINT (55.27880955586978 25.197904852907335)'
3276,99,11,4,'2024-08-06 13:51:38.205075','POINT (55.28009074935767 25.19744500703466)'
3277,99,1,6,'2024-08-06 13:54:38.173278','POINT (55.279350294467726 25.1979102985425)'
3278,99,4,3,'2024-08-06 13:57:38.141481','POINT (55.28014648859126 25.198365160599067)'
3279,99,10,2,'2024-08-06 14:00:38.109684','POINT (55.278129633447826 25.198128650100585)'
3280,99,10,2,'2024-08-06 14:03:38.077887','POINT (55.278544755191014 25.198181324001506)'
3281,99,11,4,'2024-08-06 14:06:38.046090','POINT (55.27969199156651 25.19767764297655)'
3282,99,11,4,'2024-08-06 14:09:38.014293','POINT (55.28028997581269 25.197374873077006)'
3283,99,0,'','2024-08-06 14:12:37.982496','POINT (55.27966373616613 25.197962305642875)'
3284,99,0,'','2024-08-06 14:15:37.950699','POINT (55.27968068855906 25.198581498588737)'
3285,99,11,4,'2024-08-06 14:18:37.918902','POINT (55.27953281887648 25.197588357577406)'
3286,99,0,'','2024-08-06 14:21:37.887105','POINT (55.27862546907654 25.198303624911865)'
3287,99,11,4,'2024-08-06 14:24:37.855308','POINT (55.28016616895906 25.19695688031464)'
3288,99,6,2,'2024-08-06 14:27:37.823511','POINT (55.278476762536286 25.19842508138493)'
3289,99,0,'','2024-08-06 14:30:37.791714','POINT (55.279089820105675 25.197549842353204)'
3290,99,1,6,'2024-08-06 14:33:37.759917','POINT (55.279210702775366 25.197872083586823)'
3291,99,5,3,'2024-08-06 14:36:37.728120','POINT (55.280453542638945 25.19781280691363)'
3292,99,6,2,'2024-08-06 14:39:37.696323','POINT (55.27831280565408 25.198518508585707)'
3293,99,0,'','2024-08-06 14:42:37.664526','POINT (55.27878547691471 25.197812203129605)'
3294,99,8,4,'2024-08-06 14:45:37.632729','POINT (55.27985191391373 25.19767141217772)'
3295,99,0,'','2024-08-06 14:48:37.600932','POINT (55.279487066935104 25.197785222813327)'
3296,99,0,'','2024-08-06 14:51:37.569135','POINT (55.280134267323064 25.19779345613262)'
3297,99,10,2,'2024-08-06 14:54:37.537338','POINT (55.27813808101807 25.198268277768992)'
3298,99,11,4,'2024-08-06 14:57:37.505541','POINT (55.27944786498475 25.197559077250677)'
3299,99,10,2,'2024-08-06 15:00:37.473744','POINT (55.27841996088367 25.198258664684232)'
3300,99,2,1,'2024-08-06 15:03:37.441947','POINT (55.27863988870585 25.19884268099622)'
